"no","release_tag","content","heading","content_label","issue_link","commit_link","pr_link","content_from","milestone",,,,,,,,,
170,"v2.5.0","   Update documentation following the release of Spock Framework 2.0 ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/26586)",,,,,,,,,,,
171,"v2.5.0","   Update Gradle docs to use module replacement rather than dependency substitution ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26526)",,,,,,,,,,,,,
172,"v2.5.0","   Improve documentation of TestRestTemplate's fault tolerance ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26522)",,,,,,,,,,,,,
173,"v2.5.0","   Document that the heap dump endpoint requires a HotSpot JVM ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26474)",,,,,,,,,,,,,
174,"v2.5.0","   Suggest enabling the default servlet when using Jersey as a filter ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26452)",,,,,,,,,,,,,
175,"v2.5.0","   Document support for Gradle 6.9 ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26409)",,,,,,,,,,,,,
176,"v2.5.0","   Fix wrong reference to Cassandra in DockerImageNames#couchbase ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26406)",,,,,,,,,,,,,
177,"v2.5.0","   PDF documentation include hidden code elements ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26373)",,,,,,,,,,,,,
178,"v2.5.0","   Move Working with the Code from CONTRIBUTING.adoc to the wiki ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26334)",,,,,,,,,,,,,
179,"v2.5.0","   Fix typo in NamedContributors Javadoc ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26325)",,,,,,,,,,,,,
180,"v2.5.0","   Polish README ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/26320)",,,,,,,,,,,
181,"v2.5.0","   Fix link to Webservices reference docs ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/26316)",,,,,,,,,,,
182,"v2.5.0","   Document property names to enable reactive health indicators ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26299)",,,,,,,,,,,,,
183,"v2.5.0","   Documentation has wrong key for DataSourceHealthIndicator ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26283)",,,,,,,,,,,,,
184,"v2.5.0","   Reorder a few howtos ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26262)",,,,,,,,,,,,,
185,"v2.5.0","   Align documentation with main default branch name ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26257)",,,,,,,,,,,,,
186,"v2.5.0","   Align Maven version in system requirements with what is actually tested ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26211)",,,,,,,,,,,,,
187,"v2.5.0","   Document that MeterFilters are only applied to the Spring-managed MeterRegistry ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26186)",,,,,,,,,,,,,
188,"v2.5.0","   Use new update site for Spring Java Format's Eclipse plugin ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26172)",,,,,,,,,,,,,
189,"v2.5.0","   spring.profiles.include has outdated sourceType in configuration metadata ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26165)",,,,,,,,,,,,,
190,"v2.5.0","   Include spring.profiles.group in additional-spring-configuration-metadata.json ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26164)",,,,,,,,,,,,,
191,"v2.5.0","   Enhance multiple entity manager factories online documentation ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26160)",,,,,,,,,,,,,
192,"v2.5.0","   SQL init schema-locations and data-locations are missing metadata to cause them to be handled as Resources ","  Documentation",,"https://github.com/spring-projects/spring-boot/issues/26154)",,,,,,,,,,,,,
193,"v2.5.0","   Replacements for spring.datasource.schema and spring.datasource.data are documented incorrectly ","  Documentation",,,,"https://github.com/spring-projects/spring-boot/pull/26150)",,,,,,,,,,,
194,"v2.5.0","   Upgrade to ActiveMQ 5.16.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26528)",,,,,,,,,,,,,
195,"v2.5.0","   Upgrade to Caffeine 2.9.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26529)",,,,,,,,,,,,,
196,"v2.5.0","   Upgrade to Cassandra Driver 4.11.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26530)",,,,,,,,,,,,,
197,"v2.5.0","   Upgrade to Couchbase Client 3.1.5 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26531)",,,,,,,,,,,,,
198,"v2.5.0","   Upgrade to Dropwizard Metrics 4.1.21 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26532)",,,,,,,,,,,,,
199,"v2.5.0","   Upgrade to Ehcache 2.10.9.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26533)",,,,,,,,,,,,,
200,"v2.5.0","   Upgrade to Ehcache3 3.9.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26534)",,,,,,,,,,,,,
201,"v2.5.0","   Upgrade to Elasticsearch 7.12.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26535)",,,,,,,,,,,,,
202,"v2.5.0","   Upgrade to Glassfish JAXB 2.3.4 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26536)",,,,,,,,,,,,,
203,"v2.5.0","   Upgrade to Groovy 3.0.8 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26537)",,,,,,,,,,,,,
204,"v2.5.0","   Upgrade to Hazelcast 4.1.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26538)",,,,,,,,,,,,,
205,"v2.5.0","   Upgrade to Hibernate 5.4.31.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26539)",,,,,,,,,,,,,
206,"v2.5.0","   Upgrade to HttpClient5 5.0.4 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26540)",,,,,,,,,,,,,
207,"v2.5.0","   Upgrade to HttpCore5 5.1.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26541)",,,,,,,,,,,,,
208,"v2.5.0","   Upgrade to Infinispan 12.1.3.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26542)",,,,,,,,,,,,,
209,"v2.5.0","   Upgrade to Janino 3.1.4 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26543)",,,,,,,,,,,,,
210,"v2.5.0","   Upgrade to JBoss Transaction SPI 7.6.1.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26544)",,,,,,,,,,,,,
211,"v2.5.0","   Upgrade to Jedis 3.6.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26545)",,,,,,,,,,,,,
212,"v2.5.0","   Upgrade to Jetty 9.4.41.v20210516 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26603)",,,,,,,,,,,,,
213,"v2.5.0","   Upgrade to Jetty Reactive HTTPClient 1.1.8 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26546)",,,,,,,,,,,,,
214,"v2.5.0","   Upgrade to Johnzon 1.2.11 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26548)",,,,,,,,,,,,,
215,"v2.5.0","   Upgrade to jOOQ 3.14.9 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26549)",,,,,,,,,,,,,
216,"v2.5.0","   Upgrade to Json-smart 2.4.7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26550)",,,,,,,,,,,,,
217,"v2.5.0","   Upgrade to JUnit Jupiter 5.7.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26551)",,,,,,,,,,,,,
218,"v2.5.0","   Upgrade to Kafka 2.7.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26552)",,,,,,,,,,,,,
219,"v2.5.0","   Upgrade to Kotlin 1.5.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26553)",,,,,,,,,,,,,
220,"v2.5.0","   Upgrade to Kotlin Coroutines 1.5.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26568)",,,,,,,,,,,,,
221,"v2.5.0","   Upgrade to Lettuce 6.1.2.RELEASE ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26554)",,,,,,,,,,,,,
222,"v2.5.0","   Upgrade to Liquibase 4.3.5 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26555)",,,,,,,,,,,,,
223,"v2.5.0","   Upgrade to MariaDB 2.7.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26556)",,,,,,,,,,,,,
224,"v2.5.0","   Upgrade to Micrometer 1.7.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26379)",,,,,,,,,,,,,
225,"v2.5.0","   Upgrade to MySQL 8.0.25 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26557)",,,,,,,,,,,,,
226,"v2.5.0","   Upgrade to Neo4j Java Driver 4.2.5 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26558)",,,,,,,,,,,,,
227,"v2.5.0","   Upgrade to Netty 4.1.65.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26604)",,,,,,,,,,,,,
228,"v2.5.0","   Upgrade to Netty tcNative 2.0.39.Final ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26560)",,,,,,,,,,,,,
229,"v2.5.0","   Upgrade to Pooled JMS 1.2.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26561)",,,,,,,,,,,,,
230,"v2.5.0","   Upgrade to Postgresql 42.2.20 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26562)",,,,,,,,,,,,,
231,"v2.5.0","   Upgrade to R2DBC Bom Arabba-SR10 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26563)",,,,,,,,,,,,,
232,"v2.5.0","   Upgrade to Reactor 2020.0.7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26359)",,,,,,,,,,,,,
233,"v2.5.0","   Upgrade to SAAJ Impl 1.5.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26564)",,,,,,,,,,,,,
234,"v2.5.0","   Upgrade to Solr 8.8.2 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26565)",,,,,,,,,,,,,
235,"v2.5.0","   Upgrade to Spring AMQP 2.3.7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26384)",,,,,,,,,,,,,
236,"v2.5.0","   Upgrade to Spring Batch 4.3.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26392)",,,,,,,,,,,,,
237,"v2.5.0","   Upgrade to Spring Data 2021.0.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26382)",,,,,,,,,,,,,
238,"v2.5.0","   Upgrade to Spring Framework 5.3.7 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26361)",,,,,,,,,,,,,
239,"v2.5.0","   Upgrade to Spring HATEOAS 1.3.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26380)",,,,,,,,,,,,,
240,"v2.5.0","   Upgrade to Spring Integration 5.5.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26388)",,,,,,,,,,,,,
241,"v2.5.0","   Upgrade to Spring Kafka 2.7.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26386)",,,,,,,,,,,,,
242,"v2.5.0","   Upgrade to Spring LDAP 2.3.4 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26394)",,,,,,,,,,,,,
243,"v2.5.0","   Upgrade to Spring Security 5.5.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26387)",,,,,,,,,,,,,
244,"v2.5.0","   Upgrade to Spring Session 2021.0.0 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26389)",,,,,,,,,,,,,
245,"v2.5.0","   Upgrade to Spring WS 3.1.1 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26390)",,,,,,,,,,,,,
246,"v2.5.0","   Upgrade to Thymeleaf Layout Dialect 2.5.3 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26566)",,,,,,,,,,,,,
247,"v2.5.0","   Upgrade to Tomcat 9.0.46 ","  Dependency Upgrades",,"https://github.com/spring-projects/spring-boot/issues/26567)",,,,,,,,,,,,,
267,"v2.4.6","   Actuator doesn't use the CORS Configuration with default security configuration and Spring MVC ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26611)",,,,,,,,,,,,,
268,"v2.4.6","   An active request delays Jetty's shutdown by 30 seconds ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26607)",,,,,,,,,,,,,
269,"v2.4.6","   SmartInitializingSingleton beans are not working with lazy initialization ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26605)",,,,,,,,,,,,,
270,"v2.4.6","   MVC and WebFlux metrics filters adversely affect the response when metrics recording fails ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26595)",,,,,,,,,,,,,
271,"v2.4.6","   Mandatory locations with pattern fail with exception ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26577)",,,,,,,,,,,,,
272,"v2.4.6","   Non-optional locations with wildcards fail if no files are contributed ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26468)",,,,,,,,,,,,,
273,"v2.4.6","   ConfigurationProperties is retrieved via classpath scanning but does not indicate it should be indexed ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26462)",,,,,,,,,,,,,
274,"v2.4.6","   The error message when a wildcard directory location does not match any files is misleading ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26415)",,,,,,,,,,,,,
275,"v2.4.6","   StandardConfigDataLoader can import profile specific files in incorrect order ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26400)",,,,,,,,,,,,,
276,"v2.4.6","   Resolvability and consumability of productionRuntimeClasspath are not aligned with runtimeClasspath ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26364)",,,,,,,,,,,,,
277,"v2.4.6","   Empty value in spring.config.import causes NullPointerException ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26342)",,,,,,,,,,,,,
278,"v2.4.6","   `@DataRedisTest` does not consider `RedisReactiveAutoConfiguration` ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26327)",,,,,,,,,,,,,
279,"v2.4.6","   When a single bean causes a dependency cycle the failure analysis does not clearly illustrate the cycle ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26322)",,,,,,,,,,,,,
280,"v2.4.6","   SpringBootConfiguration is retrieved via classpath scanning but does not indicate it should be indexed ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26317)",,,,,,,,,,,,,
281,"v2.4.6","   Maven spring-boot:build-image ignores ZIP layout ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26312)",,,,,,,,,,,,,
282,"v2.4.6","   bootBuildImage does not pick up targetCompatibility when it's configured after task is customised ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26300)",,,,,,,,,,,,,
283,"v2.4.6","   Configuration item metadata ordering is not consistent ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26275)",,,,,,,,,,,,,
284,"v2.4.6","   `@EnableAutoConfiguration` and `@ImportAutoConfiguration` use different class loaders to find candidate configurations ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26236)",,,,,,,,,,,,,
285,"v2.4.6","   'spring.web.resources.cache.use-last-modified=false' doesn't work with Spring MVC ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26212)",,,,,,,,,,,,,
286,"v2.4.6","   Use of spring.profiles.include in a profile-specific document is not detected when it's configured as a YAML list ","  Bug Fixes",,,,"https://github.com/spring-projects/spring-boot/pull/26205)",,,,,,,,,,,
287,"v2.4.6","   SpringApplication additional profiles and active profiles ordering changed with Spring Boot 2.4 ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26189)",,,,,,,,,,,,,
288,"v2.4.6","   Profiles programmatically set on the Envionment are no longer merged with active profile properties ","  Bug Fixes",,"https://github.com/spring-projects/spring-boot/issues/26151)",,,,,,,,,,,,,
289,"v2.4.6","   When classes in spring-core and spring-boot are loaded by different ClassLoaders, spring-boot cannot find its own config data location resolvers ","  Bug Fixes",,,,"https://github.com/spring-projects/spring-boot/pull/26149)",,,,,,,,,,,
